time,inter_arrival,pkt_size,ttl
24.656938,0.11678099999999958,65226,64
24.656977,3.900000000101045e-05,66,64
24.657,2.2999999998774e-05,65226,64
24.657039,3.900000000101045e-05,66,64
24.65705,1.100000000064938e-05,818,64
24.657064,1.3999999996627821e-05,66,64
24.772936,0.11587200000000308,65226,64
24.772973,3.6999999998954536e-05,66,64
24.772996,2.2999999998774e-05,65226,64
24.773016,1.9999999999242846e-05,818,64
24.773039,2.3000000002326715e-05,66,64
24.773067,2.800000000036107e-05,66,64
24.889946,0.11687899999999729,65226,64
24.890009,6.30000000008124e-05,66,64
24.89004,3.0999999999892225e-05,65226,64
24.890076,3.600000000147929e-05,66,64
24.890087,1.100000000064938e-05,818,64
24.890105,1.7999999997186933e-05,66,64
25.005936,0.11583100000000002,65226,64
25.005975,3.900000000101045e-05,66,64
25.006001,2.600000000185787e-05,65226,64
25.006034,3.2999999998395424e-05,66,64
25.006044,9.999999999621423e-06,818,64
25.006092,4.7999999999603915e-05,66,64
25.122954,0.11686200000000113,65226,64
25.123014,6.000000000128125e-05,66,64
25.123045,3.0999999999892225e-05,65226,64
25.12308,3.500000000045134e-05,66,64
25.123093,1.2999999999152578e-05,818,64
25.123112,1.899999999821489e-05,66,64
25.238937,0.11582500000000095,65226,64
25.238992,5.499999999969418e-05,66,64
25.239021,2.9000000001389026e-05,65226,64
25.239053,3.199999999736747e-05,66,64
25.239062,9.00000000214618e-06,818,64
25.239076,1.4000000000180535e-05,66,64
25.355976,0.11689999999999756,65226,64
25.356044,6.800000000239947e-05,66,64
25.35608,3.599999999792658e-05,65226,64
25.356122,4.2000000000541604e-05,66,64
25.356137,1.5000000001208491e-05,818,64
25.35616,2.2999999998774e-05,66,64
25.471938,0.11577800000000238,65226,64
25.471977,3.8999999997457735e-05,66,64
25.471999,2.200000000129876e-05,65226,64
25.472019,1.9999999999242846e-05,818,64
25.472049,2.999999999886427e-05,66,64
25.472077,2.800000000036107e-05,66,64
25.588952,0.11687500000000028,65226,64
25.589019,6.700000000137152e-05,66,64
25.589058,3.900000000101045e-05,65226,64
25.589106,4.7999999999603915e-05,66,64
25.589122,1.5999999998683734e-05,818,64
25.589147,2.5000000000829914e-05,66,64
25.704961,0.1158140000000003,65226,64
25.70504,7.899999999949614e-05,65226,64
25.705084,4.39999999990448e-05,818,64
